,Unnamed: 0,PROLIFIC_PID,multipleEthic,openQuestion_Ethic,openQuestion_Ethic_translated,sentimentVadder,sentimentVadderPolarityScore
128,129,64f541a8fc82e7961ff257dd3ab8f6713ed6694ae5219eeb921b0ee3f04f97d2,umweltfreundlich \ intelligent \ lebensähnlich,"Alles lebende und intelligente benötigt Ethik.
Bei der Wahl von Materialien sollte die Ethik beachtet werden woher die Materialien stammen und wie sie gewonnen wurden.","Everything living and intelligent needs ethics.

In choosing materials, the ethics of where the materials come from and how they are obtained should be considered.",Positive,0.4588
129,130,c78ecd7ecebd66ada5f5d985131b457db096ce6b10e9f265d2cd0557c28abcf8,energieeffizient \ umweltfreundlich \ nachhaltig,Systeme sollten die Umwelt und die Menschen darin nicht negativ beeinflussen. Nachhaltigkeit (z.B. Langlebigkeit) ist für dieses Ziel fundamental.,"Systems should not negatively affect the environment and the people within it. Sustainability (e.g., durability) is fundamental to this goal.",Neutral,0.0
130,131,8ae325caf62dc66c9aa3c1df40a7fc817a2fc3ef852963467cd8b16b83becf15,haltbar \ umweltfreundlich \ langlebig,"Es sollte nicht der Umwelt schaden. Wenn es in unserem Land giftig ist, könnte es auch in andere Länder gelangen und diese schmeißen es dann ins Trinkwasser und werden krank. Diese sollten es auch nicht unter schlechten Bedingungen herstellen. Deswegen muss es haltbar und langlebig sein, damit wir es nicht wegwerfen und umweltfreundlich, falls es doch weggeworfen wird","It should not harm the environment. If it is toxic in our country, it could also reach other countries and they throw it into the drinking water and get sick. These should also not be produced under poor conditions. That's why it must be durable and long-lasting, so we don't throw it away and environmentally friendly, in case it is thrown away.",Negative,-0.0644
131,132,525851d653c80f6fa126e5e7378f50518de7521dcb9ed2bc8446a74e67efbbb8,autonom \ nachhaltig \ Energie generierend,"Für mich sind die Aspekte wichtig
","For me, these aspects are important.",Positive,0.2023
132,133,4fde83544ec17403a4b15394eb4cb05aee03e503f0b5e626205f27eb1dc63895,intelligent \ lebensähnlich \ Insekten ähnlich,"Technologien erscheinen mir moralisch nicht relevant. Moral ist allein abhängig von den Menschen, die diese Technologien benutzen. Dementsprechend kann ich nur Begriffe mit Moral verbinden, die Menschen und Lebewesen ähnlich sind.","Technologies do not seem morally relevant to me. Morality depends solely on the people who use these technologies. Accordingly, I can only connect terms with morality that are similar to humans and living beings.",Neutral,0.0
133,134,c42cedf822e58503eb4e5572819cf252b4345811845c74e99a3f59dc7e47914d,umweltfreundlich \ nachhaltig \ Energie generierend,"Die Begriffe helfen, dass die Menschen und Tiere und Umwelt weniger geschädigt werden, das heißt wenn man diese Materialisysteme nutzt, tut man allen etwas gutes","The terms help ensure that people, animals, and the environment are less harmed, meaning if these material systems are used, it benefits everyone.",Positive,0.624
134,135,cb80de62cfbbfe1dc0facad7a2fc5ae840123424a80081d12f5c0da507fe5351,ökologisch \ umweltfreundlich \ nachhaltig,"Diese Begriffe sagen aus, dass man der Umwelt NICHT schadet.",These terms state that one does NOT harm the environment.,Positive,0.431
135,136,4eafc8833edd3d7dc6f13a847250ddeaba67cefbc5cad296219e94ce6c567103,umweltfreundlich \ nachhaltig \ enthält Kunststoff,"Es ist wichtig und in der heutigen Zeit sehr relevant, dass ein neues Materialsystem die Umwelt nicht allzu sehr belastet bzw. schädigt, dass die Beschaffung und der Neuanbau der Materialien nachhaltig und zukunftsfähig ist. Zudem ist es sehr wichtig , neue Materialien nicht mit noch mehr Kunststoffen zu verbinden, da diese ohnehin bereits für viel Vermüllung, Umweltschäden und Artenterben verantwortlich sind.","It is important and very relevant today that a new material system does not overly burden or damage the environment, that the procurement and new cultivation of materials are sustainable and future-proof. Moreover, it is very important not to combine new materials with even more plastics, as these are already responsible for a lot of littering, environmental damage, and species extinction.",Positive,0.0513
136,137,3310d6bf072f04fd72aa6d7509e08f20110575e7ea3ab391a8818ca7e45e3524,autonom \ ökologisch \ elektronikfrei,"In der heutigen Welt ist es sehr wichtig, diese drei sozialen Bedingungen und Werte zu vertreten.","In today's world, it is very important to represent these three social conditions and values.",Positive,0.5849
137,138,539ae13b342b0c97e26edd36210c07ca763e48c74a4fbb31dd911d8b623c8213,umweltfreundlich \ zuverlässig \ nachhaltig,"Es sind Begriffe, die in den Bereich der Zukunft für folgende Generationen reinreichen. Es ist wichtig, nachhaltig und umweltfreundliche Materialien zu verwenden, damit diese für kommende Generationen erhalten bleiben",These are terms that reach into the future for subsequent generations. It is important to use sustainable and environmentally friendly materials so that they are preserved for coming generations.,Positive,0.6249
138,139,d3947822c87d3727f14bd46e21ed8dc9c3ffac9f05341c31c81ce7f9236fa842,ökologisch \ wartungsfrei \ zuverlässig,"ein Produkt ist nur dann ethisch, wenn es für das Geld umweltfreundlich und zuverlässig ist, um den Menschen die beste Erfahrung zu geben ","A product is only ethical if it is environmentally friendly and reliable for the money, to give people the best experience.",Positive,0.8934
139,140,4784f68d0fd0c24f43a1e0e4e8f123f8bccfb5d4e27128e6a831b3944ec2131c,ökologisch \ umweltfreundlich \ nachhaltig,Das sind Themen die die Menschen bewegen und gerade politisch vor viele Debatten stellen.,These are issues that move people and currently pose many political debates.,Neutral,0.0
140,141,3451efad61618fed5f4b4a70bd2be6e1fa2df838f8988c87f81bd9eb5a828a47,umweltfreundlich \ nachhaltig \ umweltschädlich,"Gerade in der Industrie ist es momentan von Relevanz, zukunftsorientiert zu handeln und damit menschliches Leben auf diesem Planeten nicht zu gefährden","Especially in the industry, it is currently relevant to act future-oriented and thus not to endanger human life on this planet.",Neutral,0.0
141,142,858b958a264345f6b16dbbdb999e71471af4deaaac46e33574ea270cb4fbb8f3,ökologisch \ umweltfreundlich \ selbstheilend,Okologisch handeln ist eine morele Pflicht. ,Acting ecologically is a moral duty.,Neutral,0.0
142,143,3422fdfe674806098d782d563c9ea76a5b2dc1b0e2ffd07319417d74e2e95fdb,ökologisch \ umweltfreundlich \ intelligent,Diese Begriffe bringe ich mit zukunftssicheren Technologien und einem besseren Leben für die nächsten Generationen in Verbindung,I associate these terms with future-proof technologies and a better life for the next generations.,Positive,0.4404
143,144,6972c82594dd60ab95f9b842f120397395124a685ddd61607e78c8cb624b8cc0,umweltfreundlich \ zuverlässig \ nachhaltig,"Neue Materialsysteme müssen umweltfreundlich und nachhaltig produziert und eingesetzt werden, um Klimaziele zu erreichen und somit katastrophale Naturereignisse zu verhindern oder in ihrer Intensivität abzuschwächen. Zuverlässig müssen die Materialsysteme funktionieren um unnötige Wartungskosten und zusätzliche Materialien zu vermeiden und das Allgemeinwohl nicht zu beeinträchtigen.
","New material systems must be produced and used sustainably and environmentally friendly to achieve climate goals and thus prevent or mitigate catastrophic natural events. Reliable, the material systems must function to avoid unnecessary maintenance costs and additional materials and not impair the general welfare.

",Positive,0.1027
144,145,f0d3e18bb660b0023029a2509315417eef7c3e338a873d617aa2eac34aa9a4ea,energieeffizient \ umweltfreundlich \ lebensähnlich,weil durch diese Eigenschaften am wenigsten Harm zugefügt wird,because these characteristics cause the least harm.,Positive,0.431
145,146,f393fe31ee11f6aefb6810d644af45542c2bb78e6daf16d17a47bea6ec08ec04,autonom \ umweltfreundlich \ langlebig,"umweltfreundlich, damit folgende Generationen nicht unter den Folgen leiden
autonom, damit jeder das Materialsystem nutzen kann, egal wo er lebt
langlebig, damit man nicht gezwungen ist ständig das Materialsystem neu anschaffen zu müssen","environmentally friendly, so that future generations do not suffer from the consequences

autonomous, so that everyone can use the material system, no matter where they live

durable, so that one is not forced to constantly purchase the material system anew",Positive,0.8154
146,147,1132aad03f91e49be44a449434f578deda358f810aacd019173cbfb160da393a,umweltfreundlich \ passive Formänderung durch Umwelteinwirkung \ leicht zerstörbar,Holz  kann durch das Umwelt verändert werden,Wood can be altered by the environment.,Neutral,0.0
147,148,5b99fab71175b5f3cad56e7fbbea31aa83ed283dfaec64183c72edae42e22ca0,energieeffizient \ umweltfreundlich \ nachhaltig,"Ich denke, dass im Zuge des Klimawandels die Begriffe mit dem Oberbegriff Nachhaltigkeit am wichtigsten sind, um gegenüber der Nachwelt verantwortungsvoll zu handeln","I think that in the face of climate change, the terms under the umbrella term sustainability are most important for acting responsibly towards posterity.",Positive,0.2716
148,149,dc9afc272fe248ccefe0d26713533bd082e3376ceaa125e6db98b2dc9be6a0a5,umweltfreundlich \ zuverlässig \ langlebig,Meiner Meinung nach wichtig für unsere Zukunft. Schonung der Ressourcen und Sicherung unserer Lebensgrundlage.,"In my opinion, important for our future. Conservation of resources and securing our livelihood.",Positive,0.5994
149,150,feabe9dc6b2b6d1d6f07345691701e9f331b0a49ab0aca2467dbbbf7bc0632b2,ökologisch \ zuverlässig \ nachhaltig,Im Kontext neuer Materialien ist gerade unsere Verantwortung gegenüber unseres Planeten und der Natur ethisch wichtig.,"In the context of new materials, our responsibility towards our planet and nature is ethically important.",Positive,0.2023
150,151,62906a44f88510f192311ac09a5384eead62847b30eb0f20ecec72843edff026,energieeffizient \ umweltfreundlich \ nachhaltig,Die einzige Möglichkeit zukünftigen Generationen die gleichen Lebensbedingungen zu ermöglichen besteht darin Materialen mit diese Eigenschaften zu schaffen,The only way to enable future generations the same living conditions is to create materials with these characteristics.,Positive,0.2732
151,152,dde941419c8d52761955ae05e121052e7990402cd39a3364fa90ad093c7a3eaf,umweltfreundlich \ nachhaltig \ langlebig,"Ich denke zurzeit sind die Themen Nachhaltigkeit und Klimaschutz von sehr großer Bedeutung, vorallem was den Konsum und die Industrie angeht. Die Menschen lassen sich aufjedenfall davon beeinflussen und ändern dementsprechend ihr Konsumverhalten bewusst.","I think currently the issues of sustainability and climate protection are very significant, especially regarding consumption and industry. People are definitely influenced by this and consciously change their consumption behavior accordingly.",Positive,0.5849
152,153,abfe1824a4b766aab6f46eaa16117199bc4d3b9592eef95c7484ebe111c9ae0c,ökologisch \ umweltfreundlich \ nachhaltig,"Als Menschen sollten wir alle schauen, dass wir den Planeten so gut wie möglich behandeln, da es nur eine Erde gibt. ","As humans, we should all ensure that we treat the planet as well as possible since there is only one Earth.",Positive,0.7506
153,154,573c348ab3bbafb95b8e097103cbff300765b234c9d23f55617eab885e5d7edc,lebensähnlich \ umweltschädlich \ Insekten ähnlich,"lebensähnlich stehe ich im Zusammenhang mit nicht menschlichen Dingen/Systemen kritisch gegenüber / umweltschädlich sollte per se eine Neuentwicklung von Systemen/Materialen/u.Ä nicht sein / Insekten-ähnlich vermittelt Bilder im Kopf von Dingen, die sich wie Insekten verhalten und das kann man schlecht zuordnen","Life-like I am critical of in connection with non-human things/systems / environmentally harmful should not be a new development of systems/materials, etc. / Insect-like conveys images in the mind of things that behave like insects and that can be difficult to categorize.",Negative,-0.3182
154,155,5a98c287c1c2c3f228c6012b929a4ac34d815b0fa816d2571bbebbcb4bb2d068,ökologisch \ energieeffizient \ umweltfreundlich,"Im Angesicht der Klimakrise und des dramatischen Artensterbens ist es nicht mehr angebracht, Materialien zu verwenden, die diese Eigenschaften nicht in primärer Form berücksichtigen.","In the face of the climate crisis and dramatic species extinction, it is no longer appropriate to use materials that do not primarily consider these characteristics.",Negative,-0.743
155,156,bac5bcc4b2904e6aceebfe314c617a5fd1c86b84757c771024c598a9555ed355,ökologisch \ umweltfreundlich \ nachhaltig,Ethisch am ehesten das stärkste Gefühl. Eine intakte Nachwelt zu hinterlassen ist für mich wichtig. ,"Ethically, the strongest feeling. Leaving an intact world for posterity is important to me.",Positive,0.7184
156,157,dc973f1c67a2a638b873c6dd25671597f198a632d98819f107ef88a0d1a5dd4c,ökologisch \ umweltfreundlich \ nachhaltig,"Aus ethischer Sicht ist es wichtig, die Umwelt zu schützen und nachhaltig zu produzieren.","From an ethical perspective, it is important to protect the environment and produce sustainably.",Positive,0.7717
157,158,e5080b1c66895960a9c575826766c49e0c2f4f0e5124ef5abee479baa371222e,umweltfreundlich \ langlebig \ umweltschädlich,"Das langfristig wichtigste Thema ist die Klimakatastrophe, welche indirekt fast alle anderen ethisch relevanten Begriffe beeinflusst oder dominiert.  ","The most important long-term issue is the climate catastrophe, which indirectly influences or dominates almost all other ethically relevant terms.",Negative,-0.4779
158,159,9fa65d5edc8bc66d2f4dde8997a82dc07e2a9206710578813b6c6efb3be56c16,haltbar \ energieeffizient \ umweltfreundlich,"Das erscheinen mir Kriterien zu sein, die in der heutigen Welt wichtig sind, gerade umweltfreundlich, in dem Sinne, dass keine Schadstoffe entstehen, verbreitet werden und hinterlassen werden. Haltbarkeit ganz wichtig, um Müll zu reduzieren. Energieeffizienz ist in Anbetracht Klimawandel unbedingt notwendig.","These appear to be criteria that are important in today's world, specifically environmentally friendly, in the sense that no pollutants are created, spread, and left behind. Durability is very important to reduce waste. Energy efficiency is absolutely necessary in light of climate change.",Positive,0.7713
159,160,ee0e4e8cc91deaf69de9decc64bc13f20a512da7813be3692a118f92335a873a,umweltfreundlich \ Energie speichernd \ nachhaltig,"Alles positive Dinge, die der Gesellschaft auf lange Sicht helfen würden.",All positive things that would help society in the long run.,Positive,0.743
160,161,a9f7e796b20755003786bccf5bcf1f1b8a0ac22dbaebba6e00fa9d1e521dc536,ökologisch \ umweltfreundlich \ zuverlässig,"ökologisch, umweltfreundlich und zuverlässig zu sein sind ethisch relevant weil es im Bezug auf menschliche Handlungsnormen positive Eigenschaften sind. ","Being ecological, environmentally friendly, and reliable are ethically relevant because they are positive characteristics in terms of human norms of action.",Positive,0.7783
161,162,ce6ee549efefb217ca24c4a6d84d3503cfcb4ec4c21a08187348fbc2c3dea54d,haltbar \ nachhaltig \ langlebig,Längere Halt- und Langlebigkeit senkt den Bedarf an Rohstoffen. Dessen nachhaltiger Abbau sorgt für einen geschlossen Kreislauf und beutet so nicht die Ressourcen des Planenten aus.,Greater durability and longevity reduce the need for raw materials. Its sustainable extraction ensures a closed cycle and thus does not exploit the planet's resources.,Positive,0.4207
162,163,859a2815dad760a329c16c1f872be34e27d9abc0348cbdf638b70ffcdd4f773e,energieeffizient \ umweltfreundlich \ nachhaltig,Diese Begriffe fassen für mich den potentiell kleinstmöglichen negativen Einfluss zusammen.,These terms encompass for me the potentially smallest possible negative impact.,Negative,-0.5719
163,164,a59c8e7c0d53990045c9b1b11a2a444ac098d906eb7f6f5bdead889651edad83,haltbar \ energieeffizient \ umweltfreundlich,Im Zuge der Umweltverschmutzung sollte die Produktion effizient sein und möglichst lange halten.,"In the context of environmental pollution, production should be efficient and last as long as possible.",Positive,0.4215
164,165,ea4f6e0a9ec9312a198f08b657857591db78006a95a6edcce12d7616f646b5dc,umweltfreundlich \ intelligent \ multifunktional,Ich glaube meine Wähle ist relevantesten.,I believe my choices are the most relevant.,Neutral,0.0
165,166,0c7894b16a8fea4c1ab9134c3389cb65105aac2b92a0db299989dca00d38925e,haltbar \ nachhaltig \ umweltschädlich,"in einer Welt, der viel mehr Technologien benutzt und sich ständig entwickelt, sollte nicht vergessen werden, dass auch die Umwelt wichtig ist, und dass es nichts bringt Produkte herzustellen nur wenn das schnell geht, sondern gute Produkte, die haltbar sein werden, langlebig und umweltfreundlich","In a world that uses much more technology and is constantly developing, it should not be forgotten that the environment is also important, and that it is pointless to produce products only if it is done quickly, rather than good products that will be durable, long-lasting, and environmentally friendly.",Positive,0.8208
166,167,d796ba796f85c3e19f3f6bdb7b73b4ec8d007150a1293a267396272ee4dbfedb,aktive Formänderung durch Umwelteinwirkung \ lebensähnlich \ Insekten ähnlich,"es wirkt unruhig, wenn ein material sich an Lebenwesen ähnen",It feels uneasy when a material resembles living beings.,Negative,-0.3818
167,168,1a4c2a40eb7aaaaf3520190cf5a37a1dd81de12b344f8930cc4860d7bde9d059,bioinspiriert \ intelligent \ lebensähnlich,etwas mit kunstliche Intelligenz zu tun.,Something to do with artificial intelligence.,Positive,0.4767
168,169,e38982cdd603055bd93838fb6fb14d100b2785b98799defa23c46e68917ae3f0,aktive Verhaltensänderung durch Umwelteinwirkung \ lebensähnlich \ reaktionsfähig,They look like the most important and fitting definitions of ethical,They look like the most important and fitting definitions of ethical,Positive,0.7841
